stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening F:\C-projects\C-games\blasteroids\SELF-CONTAINED\bin\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40443] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40445] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40448] added dtor for sample_instance 0353FF78, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40451] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40453] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40456] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40458] added dtor for sample_instance 0353FE88, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40461] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40463] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40465] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40468] added dtor for sample_instance 0353FAC8, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40471] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40473] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40476] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40479] added dtor for sample_instance 03540158, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40484] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40489] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40493] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40497] added dtor for sample_instance 03540248, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40506] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40512] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40515] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40518] added dtor for sample_instance 03540338, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40521] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40524] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40525] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40528] added dtor for sample_instance 0353F708, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40531] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40534] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40537] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40541] added dtor for sample_instance 0353FBB8, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40546] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40553] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40556] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40560] added dtor for sample_instance 0353FCA8, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40564] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40567] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40571] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40574] added dtor for sample_instance 03540428, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40580] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40583] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40587] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40590] added dtor for sample_instance 0353F618, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40593] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40596] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40598] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40604] added dtor for sample_instance 0353F8E8, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40608] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40611] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40612] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40616] added dtor for sample_instance 0353F9D8, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40623] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40627] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40629] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40639] added dtor for sample_instance 03542540, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40644] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40647] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40649] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40653] added dtor for sample_instance 03542270, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40655] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40658] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40660] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40663] added dtor for sample_instance 03543710, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40666] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40668] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40671] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40674] added dtor for sample_instance 03541FA0, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40676] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40678] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40679] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40681] added dtor for sample_instance 03542900, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40682] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40684] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40685] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40688] added dtor for sample_instance 03543530, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40691] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40694] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40696] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40698] added dtor for sample_instance 03541EB0, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40702] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40704] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40707] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40711] added dtor for sample_instance 03542090, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40713] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40716] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40717] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40719] added dtor for sample_instance 03543170, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40721] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40723] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40726] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40729] added dtor for sample_instance 03542AE0, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40732] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40734] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40736] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40737] added dtor for sample_instance 03543080, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40740] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40741] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40743] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40745] added dtor for sample_instance 03543620, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40747] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40749] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40752] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40754] added dtor for sample_instance 03542F90, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40756] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40759] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40761] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40763] added dtor for sample_instance 03542CC0, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40765] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40767] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40769] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40772] added dtor for sample_instance 03543260, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40774] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40776] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40778] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40780] added dtor for sample_instance 03542180, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40782] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40784] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40786] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40788] added dtor for sample_instance 03541DC0, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40790] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40792] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40794] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.40797] added dtor for sample_instance 03543350, func 61DBB8F3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.40799] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.40804] 
